method,actions,budget_fraction,mean_f1_pp
DPA,606,0.16833333333333333,46.45111111111112
DPA,607,0.1686111111111111,46.45111111111112
DPA,608,0.1688888888888889,46.45111111111112
DPA,609,0.16916666666666666,46.45111111111112
DPA,610,0.16944444444444445,46.45111111111112
DPA,611,0.16972222222222222,46.45111111111112
DPA,612,0.17,46.45111111111112
DPA,613,0.17027777777777778,46.45111111111112
DPA,614,0.17055555555555554,46.45111111111112
DPA,615,0.17083333333333334,46.46222222222222
DPA,616,0.1711111111111111,46.46222222222222
DPA,617,0.1713888888888889,46.46222222222222
DPA,618,0.17166666666666666,46.46222222222222
DPA,619,0.17194444444444446,46.51777777777778
DPA,620,0.17222222222222222,46.51777777777778
DPA,621,0.1725,46.57333333333334
DPA,622,0.17277777777777778,46.57333333333334
DPA,623,0.17305555555555555,46.58222222222223
